NCBI.id	ENSG.id	name	pDI	pHaplo	pTriplo	list.count	list.name
66008	ENSG00000115993	TRAK2	0.11873472	0.579823808165649	0.71276766395362	1	MMECFS
2565	ENSG00000163285	GABRG1	0.07509104	0.0523097863366153	0.0886098219220476	1	MMECFS
23229	ENSG00000131089	ARHGEF9	NA	NA	NA	1	MMECFS
1129	ENSG00000181072	CHRM2	0.42828849	0.411240565881026	0.416573084383204	1	MMECFS
55879	ENSG00000268089	GABRQ	NA	NA	NA	1	MMECFS
11337	ENSG00000170296	GABARAP	0.61386151	0.28334525332004	0.634871182694782	1	MMECFS
6529	ENSG00000157103	SLC6A1	0.73582048	0.966125120572958	0.853455886239113	1	MMECFS
2550	ENSG00000232569	GABBR1	0.68778426	0.890147358783166	0.885829230852025	1	MMECFS
7915	ENSG00000112294	ALDH5A1	0.06015987	0.594639940986176	0.721120911328285	1	MMECFS
6324	ENSG00000105711	SCN1B	0.23183154	0.365387639986849	0.643797149615238	1	MMECFS
6323	ENSG00000144285	SCN1A	0.99227971	0.954298029740623	0.949082211918578	1	MMECFS
85452	ENSG00000142609	CFAP74	0.06318414	0.506954277010407	0.129100981390233	1	MMECFS
283463	ENSG00000205592	MUC19	0.05865286	NA	NA	1	Klimas23
100507679	ENSG00000237108	MUC22	0.08466477	0.129403730430173	0.553780975358448	1	Klimas23
4585	ENSG00000277585	MUC4	0.17208038	0.0900807580257439	0.0242927154779264	1	Klimas23
4582	ENSG00000185499	MUC1	NA	NA	NA	1	Klimas23
4584	ENSG00000169894	MUC3A	0.05678032	0.106412556841076	0.193767439563674	1	Klimas23
4586	ENSG00000291363	MUC5AC	0.07480707	NA	NA	1	Klimas23
10071	ENSG00000205277	MUC12	0.09960919	NA	NA	1	Klimas23
143662	ENSG00000169550	MUC15	0.10261424	0.21585029752237	0.0791558040708456	1	Klimas23
56667	ENSG00000173702	MUC13	0.05784419	0.195426474192632	0.180183864730344	1	Klimas23
4589	ENSG00000171195	MUC7	0.15111895	0.0586826109106319	0.0964238304477111	1	Klimas23
727897	ENSG00000117983	MUC5B	0.71659059	0.237093465775199	0.285073081453858	1	Klimas23
200958	ENSG00000276583	MUC20	0.06544686	0.780159021537381	0.398573656031046	1	Klimas23
4583	ENSG00000293532	MUC2	0.15094961	0.583094425584076	0.472744464685207	1	Klimas23
